OfferID,LMDID,OfferTitle,OfferDesc,TnC1,TnC2,TnC3,TnC4,TnC5,GeneralOfferTnC,Online_Offline,OfferImgUrl1,OfferImgUrl2,OfferImgUrl3,OfferImpactIndex,OfferStartDate,OfferEndDate,CouponType,OfferType,OfferActiveFlag,OfferAddDate,CategoriesCSV,Bank
12170,58257,10% Discount On Tableware,,,,,,,Valid on Solid Color Tableware On minimum Purchase Of Rs.1999,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Home and Living,Furniture and Decor",
12171,58256,5% Cash Back Using Payu Paisa,,,,,,,Valid on These Websites.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Cashback,Y,24-07-2015,"Home and Living,Furniture and Decor",
12172,58298,Up to 60% Discount On Dog's Collars And Leashes,,,,,,,Valid on Dogs' Collars & Leashes,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Home and Living,Pet Supplies",
12174,58321,"Special Holiday Package Starting From 28,499",,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Holidays",
12175,58320,"Honeymoon Special Package Starting Rs. 27,999",,,,,,,"Starting At Rs.27,999",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Holidays",
12176,58319,Up to  50% Discount On Goa Offer,,,,,,,Valid on Fly And Stay Goa Offer,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Domestic Flights,Hotels,Holidays",
12177,58336,Up to  23% Discount On Honeymoon Package,,,,,,,Valid on Honeymoon Package,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Holidays",
12178,58335,25% Discount On Holiday Packages,,,,,,,Valid on Holiday Packages,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Holidays",
12179,58334,Save Up to  20% On Hotels,,,,,,,Valid on Excellent Hotels,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Hotels",
12180,58342,30% Discount On Bengaluru Airport-City Cabs,,,,,,,Valid on Bengaluru Airport To City,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Cabs",
12181,58341,Download Mobile App And Get Discount of Rs.1100,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Cabs",
12195,58383,Refer Your Friends And Earn Up to Rs.43000 Cash-Back,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Cashback,Y,24-07-2015,Training and Materials,
12196,58388,ICSE DVD's for 6 To 12 Std,,,,,,,Starting At Rs.599,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Training and Materials,
12197,58387,"CBSE Online Courses for 8,9,10,11 & 12",,,,,,,Starting At Rs.699,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Training and Materials,
12198,58386,State Board DVD's - Starting At Rs.599,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Training and Materials,
12201,69645,Cherries Imported - Get it for just Rs.1500/500gms,,,,,,,,Online,,,,NULL,17-08-2015,01-05-2016,Deal,Offer,Y,17-08-2015,Grocery,
12202,58401,30% Discount On A Line Suits,,,,,,,Valid on Exclusive A Line Suits,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12209,58438,Up to  20% Discount On Women's Watches,,,,,,,Valid on Women Watches,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Watches",
12212,58441,Great Deals - Valid on International Flight Bookings,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,International Flights",
12215,58467,"Games, Gadgets & Gifts",,,,,,,Starting At Rs.149,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Gift Items,Entertainment,Board Games and Toys",
12219,71712,Fashion Accessories & Jewellery,,,,,,,Starting At Rs.350,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Offer,Y,18-09-2015,Gift Items,
12226,58469,Up to  35% Discount On Select Home Decoration Items,,,,,,,Valid on Top Selling Items,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Home and Living,Furniture and Decor",
12234,58474,30% Discount On All Orders,,,,,,,Valid on All Purchases,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12235,58503,"Up to Rs.1,111 Discount On Hotels",,,,,,,Valid on Hotels Deals In India,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Hotels",
12236,58502,Rs.1000 Discount On Mauritius Package,,,,,,,Valid on Mauritius Holiday Package,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Holidays",
12237,71717,Rs.125 Cash-Back On Domestic Flights,,,,,,,Valid on Domestic Flights,Online,,,,NULL,18-09-2015,01-05-2016,Code,Coupon,Y,18-09-2015,"Travel,Domestic Flights",
12243,58528,Tights & Leggings - Starting At Rs.300,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Fashion Accessories",
12244,58527,Women Denim Jeans & Shorts,,,,,,,Starting At Rs.950,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Womens Apparels",
12247,58524,Slip Teddies - Starting At Rs.850,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Lingerie",
12248,58523,Register Now And Get Rs.250 Off,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Sign-Up,Y,24-07-2015,"Fashion,Womens Apparels",
12249,58522,Maxi Tops - Starting At Rs.1100,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Lingerie",
12250,58521,Women's Pants - Starting At Rs.950,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Womens Apparels",
12253,69649,Blazers & Jackets - Starting At Rs.1400,,,,,,,,Online,,,,NULL,17-08-2015,01-05-2016,Deal,Offer,Y,17-08-2015,"Fashion,Fashion Accessories",
12254,70574,Mobile Phone Covers - Starting At Rs.500,,,,,,,,Online,,,,NULL,21-08-2015,01-05-2016,Deal,Offer,Y,21-08-2015,"Electronics and Gadgets,Mobile Accessories",
12255,72746,Midi & Skirts Offer - Starting At Rs.850,,,,,,,,Online,,,,NULL,24-09-2015,01-05-2016,Deal,Offer,Y,24-09-2015,"Fashion,Womens Apparels",
12283,58568,Gifts Starting - Rs.130 only,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12286,71730,Jewellery Offer - Starting At Rs.190,,,,,,,,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Fashion,Jewellery",
12294,58627,60% Discount On Rs. 999+,,,,,,,Valid on Purchase Of Rs.999 & Above,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Womens Apparels",
12295,70370,Up to 80% Discount On Women's Fashion,,,,,,,Valid on Women's Fashion,Online,,,,NULL,19-08-2015,01-05-2016,Deal,Discount,Y,19-08-2015,"Fashion,Womens Apparels",
12296,70369,Up to  60% Discount On Casual Tops (Women),,,,,,,Valid on Women Casual Tops,Online,,,,NULL,19-08-2015,01-05-2016,Deal,Discount,Y,19-08-2015,"Fashion,Womens Apparels",
12299,58633,Up to  52% Discount On Women's Denim Pants,,,,,,,Valid on Women Denim Pants,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Womens Apparels",
12300,67576,Shop Apparels & Accessories Under Rs.399,,,,,,,Valid for limited period only.,Online,,,,NULL,31-07-2015,01-05-2016,Deal,Offer,Y,31-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12306,70578,Up to  56% Discount On Kurtas/Kurtis,,,,,,,Valid on Designer Kurtas & Kurtis,Online,,,,NULL,21-08-2015,01-05-2016,Deal,Discount,Y,21-08-2015,"Fashion,Ethnic Wear,Mens Apparels,Womens Apparels",
12307,58650,Up to  40% Discount On Cool Boots,,,,,,,Valid on Women's Cool Boots,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Footwear",
12308,58649,Up to  62% Discount On Women's Footwear,,,,,,,Valid on Women's Footwear,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Footwear",
12315,69259,Essential Fragrances,,,,,,,Starting At Rs.1195,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,"Health and Beauty,Makeup Products",
12317,71751,Branded Women Handbag,,,,,,,Starting At Rs.1995,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Offer,Y,18-09-2015,"Fashion,Handbags and Wallets",
12319,71750,Up to  20% Discount On Shehnaz Hussain Products,,,,,,,Valid on Shahnaz Husain Products,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Health and Beauty,Body Care",
12341,70587,50% Discount On Deal of The Day,,,,,,,Deal Of The Day. Valid on Shower Your Love Flower Basket,Online,,,,NULL,21-08-2015,01-05-2016,Deal,Discount,Y,21-08-2015,Gift Items,
12342,71772,15% Discount On Cakes/Flowers,,,,,,,Valid on Flowers & Cakes,Online,,,,NULL,18-09-2015,01-05-2016,Code,Coupon,Y,18-09-2015,Gift Items,
12343,71773,First Order Free On Select Bouquets,,,,,,,Valid on Flaberry,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Freebie,Y,18-09-2015,Gift Items,
12449,58778,Beautiful Flower Bunches,,,,,,,Starting At Rs.399,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12450,58777,Delicious Cakes Combos,,,,,,,Starting At Rs.749,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12452,58788,15% Discount Above Rs. 1000,,,,,,,Valid on Minimum Order Of Rs.1000,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Gift Items,
12453,58789,Free Cake Worth Rs.649 Above Rs. 1800,,,,,,,Valid on Minimum Order Of Rs.1800,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Gift Items,
12454,58787,10% Off Above Rs. 499,,,,,,,Valid on All Order Above Rs 499,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Gift Items,
12455,58785,Birthday Gifting Flowers And Bouquet Starting,,,,,,,Get it for just Rs.399,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12456,58783,Free Cadbury Celebration Above Rs. 1000,,,,,,,Valid on Purchase Of Rs 1000 And Above,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Gift Items,
12457,62036,Special Combo Offer - Starting At Rs.649,,,,,,,,Online,,,,NULL,28-07-2015,01-05-2016,Deal,Discount,Y,28-07-2015,Gift Items,
12458,67917,And Get Red Flowers To Their Loves Ones,,,,,,,Starting At Rs.449,Online,,,,NULL,03-08-2015,01-05-2016,Deal,Offer,Y,03-08-2015,Gift Items,
12459,71787,15% Discount Above Rs. 999,,,,,,,Valid on Minimum Order Of Rs.999,Online,,,,NULL,18-09-2015,01-05-2016,Code,Coupon,Y,18-09-2015,Gift Items,
12465,58812,Free Shipping On Orders ,,,,,,,Valid on Your Order,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Electronics and Gadgets,Mobiles and Tablets",
12466,58810,Solid Black for Nokia Lumia 520,,,,,,,Get it for just Rs.399,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Electronics and Gadgets,Mobiles and Tablets",
12474,58835,Up to  10% Discount On Women's Jewellery,,,,,,,Valid on Women Jewellery,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Jewellery",
12487,58868,Up to  50% Discount On Select Men's Wear,,,,,,,Valid on Selected Products,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels",
12489,68533,Up to  50% Discount On Women's Ethnic Wear,,,,,,,Valid on Women Ethnic Wear,Online,,,,NULL,06-08-2015,01-05-2016,Deal,Discount,Y,06-08-2015,"Fashion,Ethnic Wear,Womens Apparels",
12490,68532,20% To 50% Discount On New Arrivals,,,,,,,Valid on Newly Arrived Products,Online,,,,NULL,06-08-2015,01-05-2016,Deal,Discount,Y,06-08-2015,"Fashion,Mens Apparels,Womens Apparels",
12491,71104,50% Discount On Select Apparel,,,,,,,Valid on Nano Green Corduroy Party Wear Capri,Online,,,,NULL,27-08-2015,01-05-2016,Deal,Discount,Y,27-08-2015,"Fashion,Womens Apparels",
12492,58898,Exclusive Car Offers,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Car and Bike Accessories,
12494,58907,Up to  25% Discount On Tablets,,,,,,,Valid on Tablets,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Electronics and Gadgets,Mobiles and Tablets",
12496,58906,Up to 50% Discount On Camera And Accessories,,,,,,,Valid on Camera And Accessories,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Electronics and Gadgets,Cameras",
12499,70383,Free Shipping On Orders,,,,,,,Valid on Orders,Online,,,,NULL,19-08-2015,01-05-2016,Deal,Offer,Y,19-08-2015,"Electronics and Gadgets,Mobiles and Tablets,Computer Accessories",
12504,58920,20% Discount On Specific Games,,,,,,,Valid on W2k14  Video Games,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Electronics and Gadgets,Gaming Consoles",
12506,67933,PS3 Games Offer - Rs. 1099 Only for Select Games,,,,,,,"Blast From The Past - Get them for just Rs.1,099 Only",Online,,,,NULL,03-08-2015,01-05-2016,Deal,Discount,Y,03-08-2015,"Entertainment,Gaming",
12510,58931,Up to 60% Discount On PS4 Games,,,,,,,Valid on PS4 Games,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,Gaming",
12511,58930,Up to 75% Discount On PS3 Games,,,,,,,Valid on PS3 Games,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,Gaming",
12513,69291,Big Savings On PS3 Games,,,,,,,Valid on products listed at landing page.,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,"Entertainment,Gaming",
12514,69290,Xbox 360 Games At Lowest Prices,,,,,,,Valid on products listed at landing page.,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,"Entertainment,Gaming",
12517,58971,Up to  60% Discount On Handbags And Clutches,,,,,,,Valid on Handbags & Clutches,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Handbags and Wallets",
12518,58970,Up to  30% Discount On Gold Jewellery,,,,,,,Valid on Gold Jewellery,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Jewellery",
12520,58967,Up to  10% Discount On Wellness And Beauty Products,,,,,,,Valid on Wellness & Beauty,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12523,58962,Up to  87% Discount On Devotional Items,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12524,58961,Up to  60% Discount + Extra 20% Discount On Gadgets,,,,,,,Valid on Gadgets,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Electronics and Gadgets,
12527,58955,Up to  20% Discount On Flowers/Plants,,,,,,,Valid on Flowers & Indoor Plants,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12528,73028,Up to  46% Discount On Fitness Machines,,,,,,,Valid on Fitness Machines,Online,,,,NULL,30-09-2015,01-05-2016,Deal,Discount,Y,30-09-2015,"Health and Beauty,Fitness",
12529,73029,Up to  15% Discount On Cycling Bikes,,,,,,,Valid on Cycling Bikes,Online,,,,NULL,30-09-2015,01-05-2016,Deal,Discount,Y,30-09-2015,"Car and Bike Accessories,Entertainment,Sports",
12533,73027,5% Discount On Shoes,,,,,,,Valid on Imported Shoes,Online,,,,NULL,30-09-2015,01-05-2016,Deal,Discount,Y,30-09-2015,"Fashion,Footwear",
12534,71797,Up to  60% Discount On Handbags And Clutches,,,,,,,Valid on Handbags & Clutches,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Gift Items,Fashion,Handbags and Wallets",
12536,58978,Birthday Gift - Starting At Rs.250,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12537,58977,Special Gift for Someone,,,,,,,Starting At Rs.99,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12538,58976,Anytime Gifts - Starting At Rs.399,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12540,58990,"Lilies Flowers - Starting At Rs.1,100",,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12542,69298,Combo of Flowers & Gifts,,,,,,,Starting At Rs.978,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12546,71799,Romantic Gifts - Starting At Rs.249,,,,,,,,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Offer,Y,18-09-2015,Gift Items,
12547,69307,Buy Gifts Under Rs.500,,,,,,,Valid on products listed at landing page.,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12548,69306,Home Decor Products - Starting At Rs.299,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,"Home and Living,Furniture and Decor,Gift Items",
12549,69304,Personalized Gifts - Starting At Rs.399,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12550,69305,Gifts Offer - Doctor's Day Offer. Starting At Rs.349,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Discount,Y,12-08-2015,Gift Items,
12551,69303,Anniversary Gifts - Starting At Rs.449,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12552,69301,Gifts for Kids - Starting At Rs.349,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12553,69299,Birthday Gifts - Starting At Rs.399,,,,,,,,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,Gift Items,
12558,73026,Up to  37% Discount On Strength Training,,,,,,,Valid on Strength Training,Online,,,,NULL,30-09-2015,01-05-2016,Deal,Discount,Y,30-09-2015,Training and Materials,
12559,59028,10% Discount On Stay Package,,,,,,,Valid on 2 Nights & 12% discount On 3 Nights Stay,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Hotels",
12560,59027,Rs.100 Discount On Available Hotel Rates,,,,,,,Valid on Best Available Rates,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Travel,Hotels",
12561,59042,40% Discount On Toe Ring for Weight Loss,,,,,,,Valid on GB87-1 Pair Magnetic Toe Ring For Weight Loss,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Electronics and Gadgets,
12562,59041,43% Discount On LED Night Light,,,,,,,Valid on GB131 Motion Detector Sensor Enabled LED Night Light,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Electronics and Gadgets,
12563,59040,41% Discount On Pest Control Gadget,,,,,,,Valid on GB132-Gizmobaba Electric Pest Control Gadget,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Electronics and Gadgets,
12571,59056,Rs.100 Discount On One Way Flights,,,,,,,Valid on One Way Domestic Flights,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Travel,Domestic Flights",
12575,69506,Up to  85% Discount On Mobile Accessories,,,,,,,Valid on Mobile Accessories,Online,,,,NULL,13-08-2015,01-05-2016,Deal,Discount,Y,13-08-2015,"Electronics and Gadgets,Mobile Accessories",
12598,59106,Weight Loss Products,,,,,,,Starting At Rs.550,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Grocery,
12599,59105,Bees Products - Starting At Rs.600,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Grocery,
12600,59104,Air Wellness Products,,,,,,,"Starting At Rs.13,500",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Grocery,
12601,59119,"Dohars And Gudris - Starting At Rs.3,400",,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
12602,59118,Luxury Designer Vases And Centrepieces,,,,,,,"Starting At Rs.2,600",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
12603,59117,Kids Quilts And Blankets,,,,,,,Starting At Rs.2500,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
12605,59137,5% Cash Back On Rs. 3000+,,,,,,,Valid on Rs.3000,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Grocery,
12606,59148,Rs.200 Discount On Borges Olive Oil,,,,,,,Valid on Borges Olive Oil. Valid On MRP,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Grocery,
12607,59147,Register and Get Free Coupon Worth Rs. 100,,,,,,, Worth Rs.100,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Sign-Up,Y,24-07-2015,Grocery,
12608,59146,Rs.100 Discount On Rs. 500+,,,,,,,Valid on Order Of Rs.500,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Food and Beverages,Fast Food",
12609,59151,Up to  35% Discount On Perfumes,,,,,,,Valid on Perfumes,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Health and Beauty,Mens Grooming,Makeup Products",
12610,72562,Up to  45% Discount On Gold And Pearl Jewellery,,,,,,,Valid on Gold And Pearl Jewellery,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Discount,Y,22-09-2015,"Fashion,Jewellery",
12648,59208,Sweet Cookies - Starting At Rs.75,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Grocery,
12649,72413,Savouries Offer - Starting At Rs.30,,,,,,,,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Discount,Y,22-09-2015,"Food and Beverages,Fast Food",
12650,59215,15% Discount  On Funky T-Shirts And More ,,,,,,,Valid on Order Above Rs.500,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Fashion Accessories,Entertainment,Gaming",
12651,59214,10% Discount On Gaming And Anime Merchandise,,,,,,,Valid on Order Above Rs.500 On Gaming And Anime Merchandise,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Fashion Accessories,Entertainment,Gaming",
12652,68189,Buy 3 T-Shirts And Get 15% Off,,,,,,,Valid for limited period only.,Online,,,,NULL,04-08-2015,01-05-2016,Code,Coupon,Y,04-08-2015,"Fashion,Fashion Accessories,Entertainment,Gaming",
12671,59247,Extra Bass Headphone & Earphones,,,,,,,Starting At Rs.899,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Electronics and Gadgets,Mobile Accessories",
